./202010/slt20201010/bias-dark/Dark-20201010@212140-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212541-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213624-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213121-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212330-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212930-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212507-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@214015-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212558-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212902-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212844-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212649-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@214129-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212911-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@214320-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212759-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212342-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213409-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212615-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212724-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213250-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212826-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213059-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212835-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212418-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213651-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213015-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213206-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213718-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212920-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212817-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213038-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212304-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213314-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@214243-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212853-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212441-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213900-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212741-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213143-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212953-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212632-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212707-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213435-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@214052-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213557-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212524-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213229-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212406-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213823-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212353-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@214206-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212809-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212317-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213746-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213341-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@212454-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213530-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201011/bias-dark/Dark-20201011@213503-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204648-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204531-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204112-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204456-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204405-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205116-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204212-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204628-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204259-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205230-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205458-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204609-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204835-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205421-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204315-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204902-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204550-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204523-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204101-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204439-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204224-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204148-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204025-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204808-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204741-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204049-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205022-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204159-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204037-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204637-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205307-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204928-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204618-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204242-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204600-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205344-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205048-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204136-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205153-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204714-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204955-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205649-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204332-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205535-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@205611-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204513-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204349-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204422-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204124-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201006/bias-dark/Dark-20201006@204541-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211046-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211102-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211930-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210749-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211424-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212144-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211236-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211903-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211119-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211209-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212631-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210813-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210955-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210737-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211529-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212023-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211314-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212745-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212554-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211551-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210848-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211719-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211323-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211255-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210925-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210913-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211342-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211657-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211246-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211508-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210901-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211402-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211012-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211333-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211957-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211635-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211446-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211352-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212249-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211836-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211613-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211809-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211227-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210802-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212212-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210825-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211742-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212708-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211136-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212326-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211153-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210938-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212440-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212117-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211029-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212051-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@210837-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212403-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@211304-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201008/bias-dark/Dark-20201008@212517-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213646-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213147-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213028-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213437-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214059-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214213-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213104-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213927-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213401-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213344-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213237-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213204-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213954-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213505-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214250-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@212940-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213524-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213419-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213428-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213619-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213807-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213220-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213016-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213327-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213542-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213040-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213116-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213446-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213004-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213311-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214441-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214136-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214555-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213900-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213740-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213052-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@212928-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214327-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214022-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213713-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213834-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213456-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213514-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213129-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213533-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213553-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@213254-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@212953-005S.fts 	 2048x2048 	 5S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214518-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201007/bias-dark/Dark-20201007@214404-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215725-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@221441-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215936-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220224-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220329-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220246-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@221022-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215816-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215650-010S.fts 	 2048x2048 	 10S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220719-020S.fts 	 2048x2048 	 20S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220351-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@215945-002S.fts 	 2048x2048 	 2S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220202-015S.fts 	 2048x2048 	 15S 	 DARK 	  	 N/A
./202010/slt20201012/bias-dark/Dark-20201012@220908-030S.fts 	 2048x2048 	 30S 	 DARK 	  	 N/A
